"INSTRUCTIONS
1) The DPs reported in ESRS E1 are subject to Materiality Assessment.
2) With the exception of DPs in IRO1 (E1.IRO-1_01-16) that are to be disclosed irrespective of the outcome of its materiality assessment [ESRS 1 par. 29], none of these DPs is applicable if the topic is not material.
3) Not all DPs are to be reported if the undertaking has not adopted the respective policies, implemented the respective actions or set the respective targets in relation to  a sustainability matter that has been assessed to be material [see ESRS 1 par. 33].
4) Undertakings or groups not exceeding on their balance sheet dates the average number of 750 employees during the financial year (on a consolidated basis where applicable) may omit the datapoints under E1-6 on scope 3 emissions and total GHG emissions for the first year of preparation of their sustainability statement [see column K]. 
5) Column L identifies DPs subject to phased-in  [see Appendix C of ESRS 1].
6) Metrics to be disclosed, in addition to the ones explicitly requried by ESRS, also include entity-specific ones, as well as those arising from other legislation or standard.";;;;;;;;;;;
ID;ESRS;DR;Paragraph;Related AR;Name;Data Type;Conditional or alternative DP;"May 
[V]";"Appendix B - ESRS 2 
(SFDR + PILLAR 3 + Benchmark + CL)";"Appendix C - ESRS 1
DPs subject to phasing-in provisions applicable to undertaking with less than 750 employees";"Appendix C - ESRS 1
DPs subject to phasing-in provisions applicable to all undertakings "
E1.GOV-3_01;E1; E1.GOV-3 ;13;;Disclosure of whether and how climate-related considerations are factored into remuneration of members of administrative, management and supervisory bodies;narrative;;;;;
E1.GOV-3_02;E1; E1.GOV-3 ;13;;Percentage of remuneration recognised that is linked to climate related considerations;percent;;;;;
E1.GOV-3_03;E1; E1.GOV-3 ;13;;Explanation of climate-related considerations that are factored into remuneration of members of administrative, management and supervisory bodies ;narrative;;;;;
E1-1_01;E1; E1-1 ;14;AR 1;Disclosure of transition plan  for climate change mitigation;narrative;;;CL;;
E1-1_02;E1; E1-1 ;16 a;AR 2;Explanation of how targets are compatible with limiting of global warming to one and half degrees Celsius in line with Paris Agreement ;narrative;;;;;
E1-1_03;E1; E1-1 ;16 b;;Disclosure of decarbonisation levers and key action ;narrative;;;;;
E1-1_04;E1; E1-1 ;16 c;;Disclosure of significant operational expenditures (Opex) and (or) capital expenditures (Capex) required for implementation of action plan ;narrative;;;;;
E1-1_05;E1; E1-1 ;16 c;;Financial resources allocated to action plan (OpEx);monetary;;;;;
E1-1_06;E1; E1-1 ;16 c;;Financial resources allocated to action plan (CapEx);monetary;;;;;
